"Treatment","gene","mean","sd","cv","DEG","change_in_treatment","spid","protein_names","evalue"
"Low","g91463",11.0468855522256,0.222408254180179,0.0201331183462267,"DEG","Up-regulated",NA,NA,NA
"Low","g91815",9.70016518168001,0.24543808800764,0.0253024647942265,"DEG","Up-regulated",NA,NA,NA
"Low","g92129",7.86564597799259,0.186764800006179,0.0237443689340623,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",2.19e-24
"Low","g92158",10.0354416598867,0.174033316230474,0.0173418691601898,"DEG","Up-regulated",NA,NA,NA
"Low","g92208",11.3608925204189,0.308114875206684,0.0271206575234216,"DEG","Up-regulated",NA,NA,NA
"Low","g92209",10.4946174873028,0.281800131667043,0.0268518725916392,"DEG","Up-regulated",NA,NA,NA
"Low","g92399",10.1392815814618,0.14334521455382,0.0141376105794226,"DEG","Up-regulated",NA,NA,NA
"Low","g92454",8.45337252125069,0.191937154129988,0.022705394048054,"DEG","Up-regulated",NA,NA,NA
"Low","g92576",10.0499725566499,0.17614890585548,0.0175273021754598,"DEG","Up-regulated",NA,NA,NA
"Low","g92577",12.059354000718,0.220148519648084,0.0182554156412504,"DEG","Up-regulated",NA,NA,NA
"Low","g9269",12.0869783020144,0.106848851048655,0.00883999692717639,"DEG","Up-regulated",NA,NA,NA
"Low","g928",7.40285225964673,0.194269252101946,0.0262424867183851,"DEG","Up-regulated",NA,NA,NA
"Low","g929",8.39990583231744,0.167447177276521,0.0199344112445037,"DEG","Up-regulated",NA,NA,NA
"Low","g92968",8.96826887830641,0.204665260060751,0.0228210441544434,"DEG","Up-regulated",NA,NA,NA
"Low","g9304",10.9054032741251,0.154725860629873,0.0141879999061553,"DEG","Up-regulated",NA,NA,NA
"Low","g93564",11.6227015917175,0.182321634223389,0.0156866828924966,"DEG","Up-regulated",NA,NA,NA
"Low","g94187",9.47409887420657,0.160920122081059,0.016985269440154,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",3.39e-12
"Low","g9464",10.1586314975983,0.234531261431808,0.0230868952660853,"DEG","Up-regulated",NA,NA,NA
"Low","g95067",11.8794740427268,0.11796724754555,0.00993034263312154,"DEG","Up-regulated",NA,NA,NA
"Low","g95752",10.8441535847114,0.18753671187775,0.0172938081716352,"DEG","Up-regulated",NA,NA,NA
"Low","g95753",11.9918730853081,0.175885770541782,0.0146670807212985,"DEG","Up-regulated",NA,NA,NA
"Low","g95855",11.8235385955749,0.145429090550045,0.0122999632787154,"DEG","Up-regulated",NA,NA,NA
"Low","g95929",10.21745081209,0.184635789151058,0.0180706315642434,"DEG","Up-regulated",NA,NA,NA
"Low","g9607",9.21675155787762,0.145222394424539,0.0157563533651308,"DEG","Up-regulated",NA,NA,NA
"Low","g96168",8.1360913438415,0.226838718978515,0.0278805521462364,"DEG","Up-regulated",NA,NA,NA
"Low","g96223",8.58483449770217,0.246807592810643,0.028749254615998,"DEG","Up-regulated",NA,NA,NA
"Low","g96241",9.67701637169895,0.156435787519664,0.0161657045426905,"DEG","Up-regulated",NA,NA,NA
"Low","g96271",11.315466455442,0.199428088620146,0.0176243807010037,"DEG","Up-regulated",NA,NA,NA
"Low","g96590",7.39719419894946,0.195172740054638,0.0263846986851253,"DEG","Up-regulated",NA,NA,NA
"Low","g96714",11.4110241301768,0.249369926096749,0.0218534220287276,"DEG","Up-regulated",NA,NA,NA
"Low","g96791",8.4306154267046,0.135646411474294,0.0160897401445479,"DEG","Up-regulated",NA,NA,NA
"Low","g96945",7.7625537590629,0.203168423379721,0.0261728845539419,"DEG","Up-regulated",NA,NA,NA
"Low","g97060",10.063759856653,0.242782458812927,0.0241244288686427,"DEG","Up-regulated",NA,NA,NA
"Low","g97061",10.0564020274654,0.183818816127116,0.0182787855562141,"DEG","Up-regulated",NA,NA,NA
"Low","g97236",7.79056093538033,0.195139845313358,0.0250482406763733,"DEG","Up-regulated","Q2EI21","RE1-silencing transcription factor A (Neural-restrictive silencer factor A)",4.86e-16
"Low","g97269",6.54985120306151,0.19280464577168,0.0294364924933806,"DEG","Up-regulated",NA,NA,NA
"Low","g97746",9.44535589979314,0.256600370153863,0.0271668291672824,"DEG","Up-regulated",NA,NA,NA
"Low","g97920",10.8492743924132,0.297744864808043,0.0274437583601217,"DEG","Up-regulated",NA,NA,NA
"Low","g98004",9.53888596000748,0.109807309791052,0.0115115444561794,"DEG","Up-regulated",NA,NA,NA
"Low","g98163",7.23984324358082,0.179462894266876,0.0247882292791348,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",5.8e-19
"Low","g9824",10.8213066541699,0.235787595053206,0.0217891981614206,"DEG","Up-regulated",NA,NA,NA
"Low","g98525",8.15362884120623,0.232691489081984,0.0285383960459451,"DEG","Up-regulated",NA,NA,NA
"Low","g9864",10.6299270005833,0.242634852208131,0.0228256367324833,"DEG","Up-regulated",NA,NA,NA
"Low","g9872",9.14612840289962,0.164245790610141,0.017957958097119,"DEG","Up-regulated",NA,NA,NA
"Low","g98846",9.62163862161808,0.215039452446519,0.0223495665242887,"DEG","Up-regulated",NA,NA,NA
"Low","g9894",14.3843429886677,0.122621833876716,0.00852467394397644,"DEG","Up-regulated",NA,NA,NA
"Low","g98995",8.96397244354155,0.233937805276662,0.0260975596199218,"DEG","Up-regulated",NA,NA,NA
"Low","g99360",8.02903091482273,0.17840134501145,0.0222195364426977,"DEG","Up-regulated",NA,NA,NA
"Low","g9950",8.8171320377669,0.231570528727695,0.0262637020445873,"DEG","Up-regulated",NA,NA,NA
"Low","g99628",6.95384068254089,0.175242691835716,0.0252008494062426,"DEG","Up-regulated",NA,NA,NA
"Low","g99751",10.7807125138393,0.188627299765648,0.0174967377641789,"DEG","Up-regulated",NA,NA,NA
"Low","g99851",7.47364243743666,0.186539365721283,0.0249596321048057,"DEG","Up-regulated",NA,NA,NA
