gene	gene_ontology_i_ds
evm.TU.HiC_scaffold_86.147	GO:0000019; GO:0000722; GO:0000781; GO:0000785; GO:0000794; GO:0003677; GO:0003690; GO:0003691; GO:0005524; GO:0005634; GO:0005654; GO:0006281; GO:0006302; GO:0006310; GO:0006974; GO:0007004; GO:0007346; GO:0016234; GO:0016887; GO:0030674; GO:0030870; GO:0031860; GO:0031954; GO:0032206; GO:0032508; GO:0033674; GO:0035861; GO:0042802; GO:0043047; GO:0044877; GO:0045120; GO:0046597; GO:0046872; GO:0048471; GO:0051276; GO:0051880; GO:0070192; GO:0090305; GO:1904354
evm.TU.HiC_scaffold_86.150	GO:0000077; GO:0004672; GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005829; GO:0006468; GO:0007348; GO:0033314; GO:0035556; GO:0042060; GO:0051225; GO:0051299; GO:0051726; GO:0106310
evm.TU.HiC_scaffold_71.92	GO:0003964
evm.TU.HiC_scaffold_92.301	GO:0000145; GO:0000149; GO:0005794; GO:0006887; GO:0015031; GO:0030426; GO:0030496; GO:0030667; GO:0042734; GO:0048471; GO:0051601
evm.TU.HiC_scaffold_15.295	GO:0003746; GO:0003924; GO:0005525; GO:0005853; GO:0006412; GO:0006414
evm.TU.HiC_scaffold_15.296	GO:0003746; GO:0003924; GO:0005525; GO:0005737
evm.TU.HiC_scaffold_84.273	GO:0000038; GO:0001649; GO:0003857; GO:0004300; GO:0005777; GO:0005778; GO:0005782; GO:0005829; GO:0006635; GO:0008209; GO:0008210; GO:0016020; GO:0016508; GO:0016853; GO:0033989; GO:0036111; GO:0036112; GO:0042803; GO:0044594; GO:0060009; GO:0106386
evm.TU.HiC_scaffold_24.153	GO:0000149; GO:0003091; GO:0004016; GO:0005080; GO:0005102; GO:0005524; GO:0005768; GO:0005886; GO:0005887; GO:0005929; GO:0006171; GO:0007189; GO:0007193; GO:0007212; GO:0007623; GO:0008294; GO:0010977; GO:0016020; GO:0019901; GO:0031226; GO:0031528; GO:0032420; GO:0035556; GO:0035811; GO:0045121; GO:0046872; GO:0071380; GO:0071870; GO:0072660; GO:0097110; GO:0097746; GO:1904117; GO:1904322
evm.TU.HiC_scaffold_34.100	GO:0003964
evm.TU.HiC_scaffold_66.138	GO:0004725; GO:0005634; GO:0005737; GO:0006281; GO:0006325; GO:0007605; GO:0016576; GO:0030154; GO:0042474; GO:0045739; GO:0046872; GO:0048856; GO:2001240
evm.TU.HiC_scaffold_33.175	GO:0003756; GO:0005783; GO:0005788; GO:0042470
evm.TU.HiC_scaffold_33.176	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_33.177	GO:0003964
evm.TU.HiC_scaffold_33.178	GO:0005737; GO:0005874; GO:0030286; GO:0031514
evm.TU.HiC_scaffold_76.241	GO:0004032; GO:0005829; GO:0006693; GO:0008202; GO:0016229; GO:0032052; GO:0042448; GO:0044597; GO:0044598; GO:0047023; GO:0047086; GO:0047834
evm.TU.HiC_scaffold_55.161	GO:0003964
evm.TU.HiC_scaffold_95.214	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_95.216	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_95.217	GO:0003923; GO:0016255; GO:0042765
evm.TU.HiC_scaffold_31.106	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.297	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_15.298	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_94.208	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_60.268	GO:0001736; GO:0001737; GO:0005509; GO:0005739; GO:0005886; GO:0005887; GO:0007156; GO:0007157; GO:0007164; GO:0007446; GO:0007447; GO:0007476; GO:0008285; GO:0009888; GO:0010629; GO:0016324; GO:0016327; GO:0016336; GO:0016339; GO:0032880; GO:0035159; GO:0035209; GO:0035220; GO:0035332; GO:0040008; GO:0042067; GO:0043065; GO:0044331; GO:0045296; GO:0045317; GO:0045570; GO:0045571; GO:0045926; GO:0046621; GO:0048105; GO:0090175; GO:0090176; GO:0090251; GO:0098609
evm.TU.HiC_scaffold_46.247	GO:0003964
evm.TU.HiC_scaffold_35.130	GO:0000086; GO:0000287; GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0006468; GO:0006974; GO:0007095; GO:0007269; GO:0007409; GO:0008021; GO:0008306; GO:0009411; GO:0010975; GO:0018105; GO:0019901; GO:0030010; GO:0030054; GO:0030182; GO:0035556; GO:0042149; GO:0043015; GO:0048167; GO:0048786; GO:0048812; GO:0050321; GO:0050770; GO:0051298; GO:0090176; GO:0099504; GO:0106310; GO:0150034
evm.TU.HiC_scaffold_35.131	GO:0000014; GO:0000737; GO:0004519; GO:0004520; GO:0004521; GO:0005634; GO:0005739; GO:0005743; GO:0006309; GO:0006401; GO:0042803; GO:0043565; GO:0046872; GO:1990238
evm.TU.HiC_scaffold_8.97	GO:0000836; GO:0002039; GO:0005737; GO:0005783; GO:0006511; GO:0008270; GO:0016021; GO:0016567; GO:0030433; GO:0030968; GO:0034976; GO:0036335; GO:0036490; GO:0061630; GO:2000060
evm.TU.HiC_scaffold_16.232	GO:0003964
evm.TU.HiC_scaffold_79.362	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_1311.1	GO:0005737; GO:0005902; GO:0005903; GO:0007605; GO:0017124; GO:0030034; GO:0031941; GO:0032420; GO:0032426; GO:0051015; GO:0051017
evm.TU.HiC_scaffold_50.254	GO:0003964
evm.TU.HiC_scaffold_90.222	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_51.157	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_102.172	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.242	GO:0001054; GO:0001056; GO:0003677; GO:0005654; GO:0005666; GO:0005736; GO:0046983
evm.TU.HiC_scaffold_33.180	GO:0002116; GO:0005886; GO:0005887; GO:0007162; GO:0007411; GO:0008045; GO:0008360; GO:0017154; GO:0030334; GO:0030425; GO:0043087; GO:0050772; GO:0070593; GO:0071678; GO:0097374; GO:1902287
evm.TU.HiC_scaffold_50.255	GO:0005768; GO:0015031; GO:0032456
evm.TU.HiC_scaffold_50.256	GO:0005634; GO:0005739; GO:0005829; GO:0008270; GO:0010566; GO:0016740; GO:0034979; GO:0036046; GO:0036047; GO:0036048; GO:0036049; GO:0036054; GO:0036055; GO:0061697; GO:0061698; GO:0070403
evm.TU.HiC_scaffold_50.257	GO:0000904; GO:0001764; GO:0005509; GO:0005886; GO:0007156; GO:0010842; GO:0016021; GO:0030425; GO:0098609; GO:2000171
evm.TU.HiC_scaffold_50.258	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_6949.28	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_85.211	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_86.154	GO:0004518; GO:0005634; GO:0046872
evm.TU.HiC_scaffold_69.245	GO:0003964
evm.TU.HiC_scaffold_69.246	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.247	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.301	GO:0016021
evm.TU.HiC_scaffold_15.302	GO:0003714; GO:0004672; GO:0004674; GO:0004706; GO:0004712; GO:0005524; GO:0005737; GO:0006468; GO:0007224; GO:0008219; GO:0018105; GO:0018107; GO:0043065; GO:0043425; GO:0043433; GO:0043507; GO:0045892; GO:0046330; GO:0106310
evm.TU.HiC_scaffold_79.365	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.230	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_80.204	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_7.89	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_7.90	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_51.161	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_51.162	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_94.209	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_56.327	GO:0003723; GO:0005634
evm.TU.HiC_scaffold_32.144	GO:0005509; GO:0005886; GO:0005887; GO:0005925; GO:0007156; GO:0007295; GO:0007424; GO:0007431; GO:0007440; GO:0007442; GO:0009925; GO:0016339; GO:0030950; GO:0031254; GO:0042247; GO:0044331; GO:0044877; GO:0045089; GO:0048477; GO:0050829; GO:0050839; GO:0051491; GO:0060269; GO:0098609; GO:0098858; GO:1902463
evm.TU.HiC_scaffold_65.164	GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0007399; GO:0030154; GO:0042802; GO:1990904
evm.TU.HiC_scaffold_65.165	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.231	GO:0003964
evm.TU.HiC_scaffold_78.234	GO:0001654; GO:0004867; GO:0005615; GO:0005886
evm.TU.HiC_scaffold_5.119	GO:0001640; GO:0001641; GO:0004930; GO:0005886; GO:0005887; GO:0007216; GO:0007528; GO:0007612; GO:0007614; GO:0007616; GO:0008049; GO:0008066; GO:0015485; GO:0016021; GO:0016595; GO:0038038; GO:0045121; GO:0051966; GO:0072553
evm.TU.HiC_scaffold_19.233	GO:0003677; GO:0005654; GO:0005658; GO:0005829; GO:0006260; GO:0006269; GO:0006270
evm.TU.HiC_scaffold_19.234	GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0006457; GO:0007286; GO:0007608; GO:0010629; GO:0014824; GO:0016887; GO:0021756; GO:0021766; GO:0021987; GO:0030837; GO:0031514; GO:0034260; GO:0035176; GO:0038108; GO:0040018; GO:0042311; GO:0045444; GO:0045494; GO:0045776; GO:0048854; GO:0050910; GO:0051082; GO:0051131; GO:0051216; GO:0051492; GO:0060271; GO:0060296; GO:0060324; GO:0061629; GO:1902636; GO:1905515
evm.TU.HiC_scaffold_46.249	GO:0004177; GO:0005886; GO:0008237; GO:0008270; GO:0031225
evm.TU.HiC_scaffold_46.250	GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872
evm.TU.HiC_scaffold_70.65	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.260	GO:0003677; GO:0003899; GO:0005666; GO:0006351; GO:0046872
evm.TU.HiC_scaffold_46.252	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_46.253	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_46.254	GO:0000049; GO:0003735; GO:0006364; GO:0006412; GO:0022625; GO:0042273
evm.TU.HiC_scaffold_97.80	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005737; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_62.155	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_25.151	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.295	GO:0003964
evm.TU.HiC_scaffold_6958.14	GO:0000287; GO:0005524; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0005887; GO:0007030; GO:0045332; GO:0090554; GO:0140326; GO:0140345
evm.TU.HiC_scaffold_3.141	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.297	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_13.151	GO:0000978; GO:0004879; GO:0005634; GO:0006357; GO:0007088; GO:0007427; GO:0008270; GO:0045892
evm.TU.HiC_scaffold_13.152	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_74.244	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.245	GO:0003964
evm.TU.HiC_scaffold_74.246	GO:0005764; GO:0005770; GO:0005856; GO:0007269; GO:0008021; GO:0016082; GO:0030175; GO:0035147; GO:0046872; GO:0099503
evm.TU.HiC_scaffold_21.219	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_91.164	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_21.222	GO:0005524; GO:0005737; GO:0005856
evm.TU.HiC_scaffold_21.224	GO:0005524; GO:0005737; GO:0005856
evm.TU.HiC_scaffold_21.225	GO:0003964
evm.TU.HiC_scaffold_96.185	GO:0003964
evm.TU.HiC_scaffold_12.141	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_12.142	GO:0003964
evm.TU.HiC_scaffold_76.246	GO:0000836; GO:0002020; GO:0005783; GO:0005788; GO:0005789; GO:0006511; GO:0006605; GO:0006621; GO:0016567; GO:0030246; GO:0030433; GO:0030968; GO:0030970; GO:0034976; GO:1904153
evm.TU.HiC_scaffold_24.154	GO:0000103; GO:0004020; GO:0004781; GO:0005524; GO:0016779
evm.TU.HiC_scaffold_24.155	GO:0003964
evm.TU.HiC_scaffold_24.156	GO:0009986; GO:0030424; GO:0043197; GO:0044877; GO:0045202; GO:0048786; GO:0050808; GO:0060998; GO:0061001; GO:0098978; GO:0099181; GO:0099519; GO:0099523; GO:2000300
evm.TU.HiC_scaffold_24.159	GO:0003964
evm.TU.HiC_scaffold_24.160	GO:0005637; GO:0006915; GO:0008493; GO:0008514; GO:0016021; GO:0030659; GO:0031526; GO:0043252
evm.TU.HiC_scaffold_80.206	GO:0003964
evm.TU.HiC_scaffold_80.207	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_68.224	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_68.226	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_56.333	GO:0003677; GO:0005669; GO:0005730; GO:0006468; GO:0008022; GO:0017025; GO:0042789; GO:0046982; GO:0051123; GO:0060261
evm.TU.HiC_scaffold_56.334	GO:0003964
evm.TU.HiC_scaffold_72.150	GO:0003677; GO:0003678; GO:0003682; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006289; GO:0006357; GO:0007129; GO:0007283; GO:0007284; GO:0007286; GO:0008285; GO:0008584; GO:0009636; GO:0010629; GO:0010705; GO:0016887; GO:0031965; GO:0043139; GO:0046872; GO:0051026; GO:0051539; GO:0070532; GO:0071295; GO:0071456; GO:0072520; GO:1904385; GO:1990918
evm.TU.HiC_scaffold_94.210	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_32.145	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_38.73	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_11.161	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_76.247	GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_101.103	GO:0005730; GO:0005737; GO:0006364
evm.TU.HiC_scaffold_61.92	GO:0000493; GO:0001522; GO:0003723; GO:0005634; GO:0005732; GO:0006364; GO:0042254
evm.TU.HiC_scaffold_87.116	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_82.169	GO:0005783; GO:0005789; GO:0006633; GO:0006703; GO:0016021; GO:0016491; GO:0044594; GO:0072582; GO:0102339; GO:0102340; GO:0102341; GO:0102342
evm.TU.HiC_scaffold_91.167	GO:0000049; GO:0005634; GO:0005829; GO:0034622; GO:0043023; GO:0051168; GO:0072344; GO:0140708; GO:1990112; GO:1990116
evm.TU.HiC_scaffold_73.137	GO:0003964
evm.TU.HiC_scaffold_50.261	GO:0005576; GO:0005764; GO:0016042; GO:0016788; GO:0043202
evm.TU.HiC_scaffold_48.174	GO:0000139; GO:0004672; GO:0004674; GO:0004712; GO:0005524; GO:0005576; GO:0005794; GO:0006468; GO:0016021; GO:0016773; GO:0046872; GO:0106310
evm.TU.HiC_scaffold_77.176	GO:0003735; GO:0006412; GO:0015934
evm.TU.HiC_scaffold_12.144	GO:0000791; GO:0000792; GO:0003682; GO:0003712; GO:0003713; GO:0003714; GO:0005634; GO:0005700; GO:0005701; GO:0005737; GO:0006338; GO:0031213; GO:0035060; GO:0042393; GO:0045892; GO:0045893; GO:0045944; GO:0046872
evm.TU.HiC_scaffold_77.179	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_77.180	GO:0000083; GO:0000785; GO:0000981; GO:0000987; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0006366; GO:0008544; GO:0019904; GO:0035189; GO:0043276; GO:0043433; GO:0045944; GO:0051091; GO:0070345; GO:0090575; GO:0140297; GO:1900087; GO:2000278
evm.TU.HiC_scaffold_9.137	GO:0000403; GO:0000785; GO:0000976; GO:0003682; GO:0006325; GO:0006357; GO:0008285; GO:0035097; GO:0045786
evm.TU.HiC_scaffold_9.138	GO:0000439; GO:0001111; GO:0001113; GO:0005634; GO:0005675; GO:0006281; GO:0006289; GO:0006360; GO:0006366; GO:0006367; GO:0009411; GO:0070816
evm.TU.HiC_scaffold_79.367	GO:0003964
evm.TU.HiC_scaffold_30.111	GO:0003964
evm.TU.HiC_scaffold_82.171	GO:0000977; GO:0000978; GO:0000981; GO:0001700; GO:0005634; GO:0006357; GO:0007389; GO:0007409; GO:0007419; GO:0007420; GO:0007424; GO:0010468; GO:0014019; GO:0030154; GO:0035277; GO:0035284; GO:0035288; GO:0048813
evm.TU.HiC_scaffold_94.211	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_78.235	GO:0003964
evm.TU.HiC_scaffold_79.372	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_34.102	GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005783; GO:0005786; GO:0005829; GO:0006616; GO:0008312; GO:0016607; GO:0019003; GO:0030593; GO:0030851; GO:0030942; GO:0031017; GO:0043021; GO:0045047
evm.TU.HiC_scaffold_50.262	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_7.93	GO:0003712; GO:0003713; GO:0005700; GO:0006357; GO:0016592; GO:0022416; GO:0035072; GO:0036011; GO:0045498; GO:0048749; GO:0070847; GO:0090263
evm.TU.HiC_scaffold_72.152	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_36.72	GO:0005509; GO:0005886; GO:0007156; GO:0016021; GO:0098609
evm.TU.HiC_scaffold_50.263	GO:0000978; GO:0000981; GO:0001654; GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0006357; GO:0007422; GO:0009887; GO:0048568; GO:0048666
evm.TU.HiC_scaffold_9.140	GO:0005096; GO:0005737; GO:0005886; GO:0007165; GO:0008284; GO:0030054; GO:0030833; GO:0034260; GO:0043547; GO:0045179; GO:0051056
evm.TU.HiC_scaffold_9.141	GO:0005739; GO:0005741; GO:0006119; GO:0007005
evm.TU.HiC_scaffold_6.146	GO:0005509; GO:0005887; GO:0007156; GO:0016318; GO:0016339; GO:0016342; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048846; GO:0098742
evm.TU.HiC_scaffold_72.153	GO:0003964
evm.TU.HiC_scaffold_79.375	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_46.259	GO:0003964
evm.TU.HiC_scaffold_100.199	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_100.200	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_88.84	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_88.85	GO:0000794; GO:0001700; GO:0003677; GO:0005634; GO:0005700; GO:0006357; GO:0007426; GO:0007435; GO:0009953; GO:0031208; GO:0031507; GO:0031519; GO:0035167; GO:0042803; GO:0045892; GO:0045893; GO:0045944
evm.TU.HiC_scaffold_88.86	GO:0005524; GO:0005634; GO:0005829; GO:0016887
evm.TU.HiC_scaffold_14.105	GO:0003693; GO:0004803; GO:0006313; GO:0015074; GO:0016740; GO:0046872
evm.TU.HiC_scaffold_14.106	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_35.134	GO:0004930; GO:0005737; GO:0005886; GO:0007189; GO:0016021; GO:0019222; GO:0030073; GO:0031210; GO:0043235
evm.TU.HiC_scaffold_63.38	GO:0003713; GO:0004842; GO:0005737; GO:0005789; GO:0008270; GO:0010332; GO:0010942; GO:0016021; GO:0016239; GO:0016567; GO:0030433; GO:0032897; GO:0043123; GO:0043161; GO:0044790; GO:0045087; GO:0051092; GO:0051865; GO:0061630; GO:0097038
evm.TU.HiC_scaffold_35.135	GO:0000226; GO:0005200; GO:0005737; GO:0005856; GO:0005883; GO:0007409; GO:0008017; GO:0014069; GO:0019894; GO:0019901; GO:0030031; GO:0030424; GO:0030674; GO:0033693; GO:0048936; GO:0060052; GO:0061564; GO:0070840; GO:0097418; GO:0098685; GO:0099160; GO:0099184; GO:1902513; GO:1990830
evm.TU.HiC_scaffold_35.136	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_48.175	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_46.262	GO:0003677; GO:0005634; GO:0005654; GO:0006271; GO:0016035; GO:0042575; GO:0043625; GO:1990506
evm.TU.HiC_scaffold_46.263	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_50.264	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.265	GO:0006811; GO:0006915; GO:0016021; GO:0022857
evm.TU.HiC_scaffold_78.237	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.238	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_91.170	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_95.219	GO:0004807; GO:0005737; GO:0006094; GO:0006096; GO:0008929; GO:0019242; GO:0019863; GO:0042803; GO:0046166
evm.TU.HiC_scaffold_95.220	GO:0004807; GO:0005737; GO:0006094; GO:0006096; GO:0008929; GO:0019242; GO:0019863; GO:0042803; GO:0046166
evm.TU.HiC_scaffold_95.221	GO:0004807; GO:0005737; GO:0006094; GO:0006096; GO:0008929; GO:0019242; GO:0019863; GO:0042803; GO:0046166
evm.TU.HiC_scaffold_52.236	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0006310; GO:0015074; GO:0044826; GO:0046718; GO:0046872; GO:0075713
evm.TU.HiC_scaffold_89.210	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.212	GO:0002083; GO:0006744; GO:0008299; GO:0008412; GO:0016765; GO:0031305; GO:0047293
evm.TU.HiC_scaffold_85.215	GO:0003333; GO:0005307; GO:0005886; GO:0008292; GO:0015171; GO:0015220; GO:0015871; GO:0016021
evm.TU.HiC_scaffold_79.377	GO:0005219; GO:0005509; GO:0005790; GO:0005886; GO:0006816; GO:0006936; GO:0016021; GO:0030018; GO:0030659; GO:0033017; GO:0034704; GO:0035206; GO:0042383; GO:0048763; GO:0051209; GO:0060047; GO:0072347
evm.TU.HiC_scaffold_79.378	GO:0005219; GO:0005509; GO:0005790; GO:0005886; GO:0006816; GO:0006936; GO:0016021; GO:0030018; GO:0030659; GO:0033017; GO:0034704; GO:0035206; GO:0042383; GO:0048763; GO:0051209; GO:0060047; GO:0072347
evm.TU.HiC_scaffold_100.202	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_4.133	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_3.143	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_27.155	GO:0004970; GO:0005634; GO:0005886; GO:0006811; GO:0007268; GO:0008066; GO:0008328; GO:0015276; GO:0015277; GO:0016020; GO:0030424; GO:0030425; GO:0031960; GO:0032983; GO:0035249; GO:0038023; GO:0042734; GO:0043195; GO:0043204; GO:0045202; GO:0045211; GO:0050804; GO:0098686; GO:0098978; GO:0099055; GO:0099056; GO:1904315
evm.TU.HiC_scaffold_42.132	GO:0005044; GO:0005581; GO:0006898; GO:0016021; GO:0034362
evm.TU.HiC_scaffold_54.119	GO:0004725; GO:0005001; GO:0005158; GO:0005925; GO:0006470; GO:0007155; GO:0007283; GO:0007399; GO:0007411; GO:0007412; GO:0008045; GO:0008201; GO:0008594; GO:0009925; GO:0009986; GO:0016021; GO:0030424; GO:0031252; GO:0031290; GO:0032093; GO:0035335; GO:0045467; GO:0046627; GO:0048477; GO:0048675; GO:0048841; GO:0051124; GO:0051491; GO:0060269; GO:0061484; GO:0120034; GO:1903386
evm.TU.HiC_scaffold_82.172	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_5.122	GO:0005634; GO:0005654; GO:0005829; GO:0016363; GO:0016567; GO:0016604; GO:0032991; GO:0080008
evm.TU.HiC_scaffold_40.47	GO:0003677; GO:0003899; GO:0005634; GO:0006366; GO:0046872
evm.TU.HiC_scaffold_46.268	GO:0003964
evm.TU.HiC_scaffold_46.269	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_66.142	GO:0004252; GO:0005787; GO:0006465; GO:0008233; GO:0016021
evm.TU.HiC_scaffold_66.143	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_50.266	GO:0000978; GO:0000981; GO:0000987; GO:0001654; GO:0003677; GO:0003700; GO:0003712; GO:0003713; GO:0005634; GO:0005667; GO:0005737; GO:0006357; GO:0007420; GO:0007422; GO:0007432; GO:0007438; GO:0007525; GO:0008134; GO:0009887; GO:0032993; GO:0042659; GO:0043565; GO:0045893; GO:0045944; GO:0046982; GO:0048568; GO:0048666; GO:0090575; GO:0140297
evm.TU.HiC_scaffold_57.227	GO:0003964
evm.TU.HiC_scaffold_92.308	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_38.75	GO:0003964
evm.TU.HiC_scaffold_4.135	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_90.227	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_90.229	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.238	GO:0003964
evm.TU.HiC_scaffold_19.239	GO:0002118; GO:0002121; GO:0004500; GO:0005507; GO:0005615; GO:0006589; GO:0007612; GO:0007613; GO:0007629; GO:0008049; GO:0008345; GO:0016021; GO:0016715; GO:0030667; GO:0030728; GO:0040011; GO:0042420; GO:0042421; GO:0043059; GO:0048047; GO:0048149; GO:0050795; GO:0071927
evm.TU.HiC_scaffold_19.242	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.243	GO:0005506; GO:0005634; GO:0006449; GO:0008283; GO:0010494; GO:0018126; GO:0031418; GO:0031543; GO:0031544; GO:0034063
evm.TU.HiC_scaffold_60.277	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_60.278	GO:0003964
evm.TU.HiC_scaffold_99.96	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.310	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_82.173	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_68.227	GO:0004814; GO:0005524; GO:0005829; GO:0006412; GO:0006420; GO:0008340; GO:0010628; GO:0010629
evm.TU.HiC_scaffold_91.171	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_76.254	GO:0003964; GO:0006313
